CASEID,wer_01,wer_03,wer_04,wer_05,wer_06,wer_07,wer_08,wer_09,ttlincg2,famincg2
632,96,96,96,96,96,96,96,96,1,1
633,96,96,96,96,96,96,96,96,3,3
634,96,96,96,96,96,96,96,96,1,2
635,10,2,10,10,8,0,10,10,2,2
636,96,96,96,96,96,96,96,96,1,4
637,96,96,96,96,96,96,96,96,5,6
638,96,96,96,96,96,96,96,96,1,1
639,96,96,96,96,96,96,96,96,1,3
640,96,96,96,96,96,96,96,96,1,2
641,96,96,96,96,96,96,96,96,3,5
642,9,2,7,10,0,6,7,10,3,5
643,10,10,7,10,5,7,8,10,4,5
644,96,96,96,96,96,96,96,96,2,2
645,9,5,8,7,6,2,9,10,1,2
646,7,6,7,8,7,7,6,7,2,4
647,9,7,6,9,1,4,6,10,2,2
648,8,7,7,8,7,5,7,10,6,6
649,96,96,96,96,96,96,96,96,1,1
650,10,6,8,10,3,2,10,9,2,4
651,9,6,8,9,6,5,7,8,4,5
652,10,10,9,10,0,10,9,9,3,3
653,4,5,8,8,5,5,10,9,2,2
654,10,5,10,10,0,5,10,10,2,2
655,8,9,8,9,5,10,7,8,2,2
656,8,5,10,10,7,6,7,8,3,5
657,96,96,96,96,96,96,96,96,3,6
658,96,96,96,96,96,96,96,96,1,3
659,96,96,96,96,96,96,96,96,2,2
660,10,0,10,10,0,0,10,10,3,5
661,10,96,7,10,5,7,10,10,1,2
662,8,5,9,10,5,5,5,8,2,2
663,5,7,7,10,2,5,5,10,2,5
664,10,96,10,10,10,97,10,10,1,1
665,8,4,8,9,3,3,9,9,2,4
666,10,2,10,10,4,8,10,10,4,4
667,96,96,96,96,96,96,96,96,2,2
668,96,96,96,96,96,96,96,96,3,5
669,5,7,10,9,5,7,10,9,3,3
670,96,96,96,96,96,96,96,96,3,3
671,96,96,96,96,96,96,96,96,1,4
672,96,96,96,96,96,96,96,96,2,6
673,96,96,96,96,96,96,96,96,5,6
674,7,3,8,9,2,5,9,9,3,5
675,8,2,8,10,4,4,8,10,2,3
676,8,6,7,8,10,3,7,9,2,2
677,7,9,5,5,7,7,7,5,2,2
678,96,96,96,96,96,96,96,96,3,4
679,10,5,10,10,10,3,5,10,1,1
680,96,96,96,96,96,96,96,96,3,3
681,10,5,9,10,8,8,8,8,1,4
682,96,96,96,96,96,96,96,96,1,1
683,10,7,10,10,7,0,10,10,5,5
684,10,10,10,10,0,4,10,10,2,4
685,9,96,7,8,0,2,6,10,3,3
686,96,96,96,96,96,96,96,96,3,4
687,96,96,96,96,96,96,96,96,3,3
688,7,6,7,6,4,6,8,8,1,6
689,10,6,7,9,4,3,7,9,5,6
690,10,8,9,10,3,0,10,10,1,2
691,96,96,96,96,96,96,96,96,1,4
692,10,8,10,10,5,5,10,10,2,4
693,3,5,7,8,5,3,5,5,2,2
694,96,96,96,96,96,96,96,96,2,2
695,5,5,5,8,9,7,7,9,4,6
696,8,5,9,9,4,2,7,9,4,6
697,6,4,7,9,2,2,8,10,4,4
698,96,96,96,96,96,96,96,96,1,5
699,10,4,10,10,8,4,10,10,3,5
700,7,4,5,7,5,2,9,9,1,4
701,96,96,96,96,96,96,96,96,1,1
702,96,96,96,96,96,96,96,96,1,1
703,96,96,96,96,96,96,96,96,6,6
704,10,3,10,10,10,3,10,7,4,5
705,10,10,10,10,0,7,10,10,2,4
706,96,96,96,96,96,96,96,96,1,2
707,9,2,10,10,6,7,9,10,5,5
708,96,96,96,96,96,96,96,96,4,4
709,8,8,10,9,1,1,8,97,2,2
710,10,4,10,10,1,3,10,10,3,6
711,8,5,8,9,8,6,7,8,3,3
712,5,6,10,10,5,9,6,9,4,4
713,96,96,96,96,96,96,96,96,1,2
714,10,96,10,10,0,0,10,10,2,3
715,8,8,10,9,3,4,8,10,1,3
716,96,96,96,96,96,96,96,96,3,6
717,0,10,9,9,10,8,1,1,3,3
718,7,9,6,8,10,7,6,6,6,6
719,8,3,10,9,1,1,7,7,3,5
720,10,5,10,10,5,7,9,10,3,3
721,8,2,10,8,0,1,7,10,2,3
722,8,6,8,9,7,5,8,9,4,4
723,96,96,96,96,96,96,96,96,4,4
724,5,2,10,10,5,8,8,5,2,6
725,96,96,96,96,96,96,96,96,2,3
726,6,1,0,10,4,2,10,10,4,6
727,9,96,10,10,0,0,10,10,2,3
728,6,3,8,7,5,7,6,7,2,2
729,10,1,10,10,2,2,6,10,4,5
730,10,8,10,10,1,2,10,10,2,3
731,9,10,9,10,10,7,8,10,3,3
732,9,99,10,10,3,10,7,8,2,4
733,7,0,9,10,5,1,9,9,4,6
734,8,8,6,8,10,9,8,8,2,4
735,10,96,10,10,0,0,10,10,1,5
736,96,96,96,96,96,96,96,96,2,2
737,96,96,96,96,96,96,96,96,1,1
738,7,10,10,10,10,6,8,8,2,2
739,8,10,8,10,3,4,8,8,3,6
740,96,96,96,96,96,96,96,96,1,1
741,96,96,96,96,96,96,96,96,1,2
742,96,96,96,96,96,96,96,96,3,3
743,96,96,96,96,96,96,96,96,5,5
744,96,96,96,96,96,96,96,96,2,4
745,96,96,96,96,96,96,96,96,1,4
746,96,96,96,96,96,96,96,96,2,2
747,96,96,96,96,96,96,96,96,3,4
748,10,0,10,10,0,0,10,10,2,2
749,8,96,5,9,9,7,8,8,1,5
750,5,96,5,10,10,7,2,2,4,4
751,6,10,4,8,10,0,10,10,3,3
752,10,10,10,10,10,0,7,10,6,6
753,6,9,1,8,7,6,3,7,1,4
754,8,96,6,4,0,7,6,10,4,4
755,7,96,10,10,6,7,10,10,1,3
756,9,9,9,9,8,4,8,10,2,6
757,10,9,10,10,4,6,10,10,1,5
758,10,0,10,10,0,2,10,10,3,3
759,10,2,10,10,0,2,8,10,3,3
760,8,10,10,10,3,7,8,10,3,5
761,10,10,10,10,10,5,10,10,2,2
762,6,96,7,10,3,4,9,9,6,6
763,10,10,3,10,10,5,5,10,3,4
764,10,96,7,9,10,6,8,10,6,6
765,96,96,96,96,96,96,96,96,2,2
766,96,96,96,96,96,96,96,96,2,4
767,96,96,96,96,96,96,96,96,1,1
768,9,9,8,10,4,2,10,10,3,3
769,8,5,10,9,0,0,8,9,1,4
770,9,0,8,10,6,7,8,7,2,2
771,9,10,10,10,0,6,10,10,1,1
772,8,9,9,8,6,8,5,7,2,2
773,9,9,8,9,4,4,4,9,2,3
774,6,7,6,7,8,7,7,5,2,6
775,9,7,8,9,0,8,9,10,1,1
776,7,9,6,10,10,10,0,6,1,5
777,96,96,96,96,96,96,96,96,3,3
778,96,96,96,96,96,96,96,96,2,2
779,96,96,96,96,96,96,96,96,1,6
780,96,96,96,96,96,96,96,96,2,2
781,9,9,10,10,9,9,8,10,5,6
782,10,8,8,10,2,6,10,10,2,5
783,96,96,96,96,96,96,96,96,2,2
784,10,0,10,10,10,7,2,2,3,3
785,96,96,96,96,96,96,96,96,2,2
786,96,96,96,96,96,96,96,96,2,2
787,5,96,6,8,3,10,5,7,2,2
788,8,96,7,9,3,2,7,9,1,4
789,96,96,96,96,96,96,96,96,1,2
790,8,5,8,10,5,6,9,10,2,3
791,5,5,7,8,10,5,5,5,5,6
792,96,96,96,96,96,96,96,96,3,5
793,96,96,96,96,96,96,96,96,1,1
794,10,10,8,10,3,7,10,10,2,2
795,10,96,8,10,0,4,8,8,2,5
796,96,96,96,96,96,96,96,96,1,2
797,8,8,7,7,10,2,4,7,2,6
798,96,96,96,96,96,96,96,96,1,1
799,10,96,8,10,2,2,10,8,4,4
800,96,96,96,96,96,96,96,96,3,3
801,7,96,10,10,10,0,9,10,1,1
802,96,96,96,96,96,96,96,96,2,2
803,96,96,96,96,96,96,96,96,1,2
804,7,7,10,10,0,7,10,10,6,6
805,96,96,96,96,96,96,96,96,2,2
806,9,9,9,9,5,7,9,9,2,5
807,2,6,5,4,0,1,5,9,4,4
808,10,4,10,10,2,2,10,10,1,2
809,9,2,8,9,6,3,10,10,1,4
810,10,8,9,10,6,10,10,10,1,2
811,9,5,10,10,10,10,10,10,3,3
812,96,96,96,96,96,96,96,96,1,2
813,1,0,10,10,2,0,10,0,2,4
814,10,2,10,10,2,2,10,10,4,6
815,10,10,8,10,10,8,8,10,2,3
816,7,4,7,8,4,4,9,9,3,5
817,96,96,96,96,96,96,96,96,1,3
818,96,96,96,96,96,96,96,96,1,1
819,96,96,96,96,96,96,96,96,1,1
820,96,96,96,96,96,96,96,96,1,1
821,10,7,9,10,0,6,10,10,2,4
822,8,0,9,9,3,2,9,9,6,6
823,96,96,96,96,96,96,96,96,4,5
824,6,10,7,8,10,10,7,10,1,6
825,5,10,10,5,10,5,5,5,2,3
826,96,96,96,96,96,96,96,96,1,2
827,96,96,96,96,96,96,96,96,2,3
828,96,96,96,96,96,96,96,96,2,3
829,96,96,96,96,96,96,96,96,2,4
830,7,0,8,10,0,0,8,7,2,4
831,7,0,10,10,0,4,9,10,2,4
832,10,10,10,10,10,5,3,10,2,2
833,7,4,9,10,5,8,10,10,1,6
834,96,96,96,96,96,96,96,96,1,2
835,96,96,96,96,96,96,96,96,1,5
836,8,7,7,9,2,3,8,10,1,6
837,8,0,9,10,10,7,10,10,2,2
838,1,10,8,5,5,7,3,3,3,6
839,96,96,96,96,96,96,96,96,2,4
840,96,96,96,96,96,96,96,96,3,4
841,96,96,96,96,96,96,96,96,1,1
842,96,96,96,96,96,96,96,96,2,2
843,8,7,0,5,5,1,5,9,5,6
844,96,96,96,96,96,96,96,96,1,2
845,10,96,10,10,0,5,8,10,3,3
846,10,4,7,8,5,7,5,6,2,5
847,9,9,9,9,8,7,9,10,2,5
848,9,9,9,9,10,5,9,9,4,6
849,5,6,5,10,7,7,3,8,3,3
850,96,96,96,96,96,96,96,96,4,6
851,96,96,96,96,96,96,96,96,1,2
852,9,4,9,9,8,4,8,9,3,3
853,7,10,5,5,10,10,2,6,1,1
854,96,96,96,96,96,96,96,96,3,4
855,10,1,10,10,10,5,10,10,2,2
856,7,5,6,8,1,0,6,10,1,6
857,0,0,0,10,0,0,8,4,2,5
858,96,96,96,96,96,96,96,96,4,4
859,96,96,96,96,96,96,96,96,2,2
860,9,7,7,10,1,6,10,10,1,4
861,8,8,8,10,4,3,6,8,3,5
862,5,96,10,10,0,0,10,10,4,6
863,96,96,96,96,96,96,96,96,1,1
864,8,5,8,9,10,5,8,8,6,6
865,8,10,5,7,10,8,8,10,5,6
866,96,96,96,96,96,96,96,96,4,4
867,9,5,10,10,7,5,9,10,6,6
868,96,96,96,96,96,96,96,96,3,5
869,10,9,10,10,8,8,10,10,4,6
870,9,1,5,10,1,1,6,9,3,6
871,96,96,96,96,96,96,96,96,1,2
872,9,5,10,10,2,1,6,10,2,2
873,96,96,96,96,96,96,96,96,1,2
874,96,96,96,96,96,96,96,96,1,6
875,8,10,10,10,4,6,8,10,2,2
876,8,10,7,9,10,8,10,10,1,6
877,6,96,8,10,7,4,8,7,2,3
878,96,96,96,96,96,96,96,96,2,3
879,8,2,10,10,0,8,8,6,4,6
880,8,8,8,8,5,5,5,8,3,3
881,96,96,96,96,96,96,96,96,1,1
882,96,96,96,96,96,96,96,96,3,4
883,10,96,8,9,2,2,8,10,1,3
884,8,6,10,10,3,3,7,10,4,6
885,96,96,96,96,96,96,96,96,3,6
886,96,96,96,96,96,96,96,96,2,3
887,8,6,9,10,10,7,9,10,6,6
888,7,4,9,9,5,2,8,9,6,6
889,10,96,10,10,5,2,10,10,2,2
890,8,2,8,9,1,2,7,7,3,3
891,8,7,9,10,10,5,9,9,2,6
892,10,0,10,10,1,3,10,8,5,5
893,8,5,9,10,6,7,7,8,4,4
894,9,6,10,10,5,5,10,10,1,1
895,10,5,10,10,8,7,10,10,4,4
896,9,6,9,10,0,2,9,10,3,4
897,96,96,96,96,96,96,96,96,1,3
898,8,5,10,10,97,4,9,10,2,2
899,10,3,10,10,10,9,7,10,4,4
900,8,96,9,10,8,3,7,8,3,6
901,10,10,10,10,10,10,10,10,3,6
902,7,10,7,7,10,10,7,7,3,4
903,10,5,10,10,0,5,10,10,2,2
904,8,3,8,9,2,3,9,9,4,5
905,10,8,7,10,4,4,7,10,2,2
906,9,6,10,10,3,1,10,10,3,3
907,8,5,9,10,2,7,10,10,5,6
908,10,2,8,10,0,0,10,10,6,6
909,96,96,96,96,96,96,96,96,1,6
910,96,96,96,96,96,96,96,96,1,4
911,96,96,96,96,96,96,96,96,1,1
912,96,96,96,96,96,96,96,96,2,2
913,96,96,96,96,96,96,96,96,5,6
914,96,96,96,96,96,96,96,96,1,1
915,96,96,96,96,96,96,96,96,1,6
916,9,8,10,10,6,8,5,10,3,3
917,10,0,10,10,7,0,10,7,5,6
918,8,96,9,9,9,7,8,9,3,6
919,96,96,96,96,96,96,96,96,2,2
920,96,96,96,96,96,96,96,96,1,4
921,96,96,96,96,96,96,96,96,2,2
922,96,96,96,96,96,96,96,96,3,3
923,9,3,8,9,4,5,6,5,3,6
924,96,96,96,96,96,96,96,96,3,4
925,7,5,8,10,3,3,6,6,4,4
926,8,0,8,10,0,2,8,10,3,4
927,10,4,7,10,5,5,8,10,4,6
928,7,3,10,8,5,0,7,10,1,2
929,96,96,96,96,96,96,96,96,6,6
930,96,96,96,96,96,96,96,96,6,6
931,96,96,96,96,96,96,96,96,1,2
932,10,96,10,10,5,3,10,10,3,4
933,96,96,96,96,96,96,96,96,1,3
934,5,8,8,8,4,7,5,9,3,6
935,9,0,10,10,3,0,10,10,2,5
936,9,5,9,10,5,5,7,8,1,4
937,10,4,10,10,1,0,9,10,5,5
938,10,7,10,10,1,2,10,10,2,6
939,6,5,5,10,5,5,5,7,3,5
940,10,1,10,10,1,0,10,10,1,1
941,96,96,96,96,96,96,96,96,2,2
942,10,2,8,8,4,0,8,10,5,6
943,96,96,96,96,96,96,96,96,2,6
944,10,10,10,10,10,10,10,10,2,6
945,96,96,96,96,96,96,96,96,2,3
946,8,5,0,10,10,0,10,10,6,6
947,8,8,8,10,3,5,7,8,5,6
948,96,96,96,96,96,96,96,96,1,1
949,7,10,10,7,10,4,5,8,1,6
950,8,2,6,9,10,3,8,8,2,2
951,10,5,10,10,5,7,5,10,1,1
952,9,4,8,8,2,0,8,8,1,3
953,8,5,7,9,7,7,7,9,1,5
954,8,7,7,7,7,7,6,8,4,6
955,96,96,96,96,96,96,96,96,4,4
956,8,96,7,8,4,3,8,8,2,2
957,8,7,10,10,8,7,10,9,4,6
958,9,4,8,10,0,7,10,10,1,5
959,96,96,96,96,96,96,96,96,2,3
960,96,96,96,96,96,96,96,96,1,2
961,7,3,8,9,0,2,8,8,3,3
962,96,96,96,96,96,96,96,96,3,3
963,96,96,96,96,96,96,96,96,1,2
964,96,96,96,96,96,96,96,96,1,4
965,96,96,96,96,96,96,96,96,1,1
966,7,7,8,8,9,10,8,9,1,1
967,96,96,96,96,96,96,96,96,4,4
968,8,5,10,10,10,7,10,9,4,6
969,10,96,8,10,4,5,8,10,3,5
970,10,1,10,10,1,1,10,10,3,6
971,8,10,3,10,10,7,8,10,1,6
972,6,9,8,8,10,5,5,8,2,2
973,8,7,9,8,5,6,7,9,2,2
974,10,2,8,10,8,3,10,10,5,5
975,96,96,96,96,96,96,96,96,1,1
976,8,7,1,5,8,7,5,9,3,6
977,96,96,96,96,96,96,96,96,1,5
978,10,3,8,10,3,4,7,8,3,6
979,96,96,96,96,96,96,96,96,2,2
980,10,0,10,10,0,0,10,10,2,5
981,9,2,10,10,1,7,7,10,3,5
982,10,10,5,10,6,7,10,10,2,2
983,8,3,10,10,7,3,7,10,5,5
984,8,9,5,4,2,2,10,10,1,6
985,96,96,96,96,96,96,96,96,1,1
986,8,8,10,10,8,5,9,10,3,4
987,7,5,7,8,0,3,6,8,2,3
988,6,3,10,10,7,8,8,8,4,4
989,8,96,8,9,6,2,9,10,2,2
990,96,96,96,96,96,96,96,96,6,6
991,10,2,10,10,3,3,3,10,3,6
992,96,96,96,96,96,96,96,96,1,3
993,96,96,96,96,96,96,96,96,1,5
994,96,96,96,96,96,96,96,96,2,2
995,96,96,96,96,96,96,96,96,3,5
996,96,96,96,96,96,96,96,96,1,1
997,8,2,8,10,0,3,9,9,6,6
998,96,96,96,96,96,96,96,96,3,4
999,96,96,96,96,96,96,96,96,3,3
1000,96,96,96,96,96,96,96,96,3,4
1001,10,5,8,10,3,3,8,8,3,6
1002,9,96,10,10,1,2,10,10,2,2
1003,96,96,96,96,96,96,96,96,1,1
1004,10,10,10,10,1,1,10,10,3,3
1005,5,8,7,9,10,3,5,7,6,6
1006,10,10,10,10,0,5,10,10,3,3
1007,9,7,10,9,3,1,10,10,1,1
1008,7,96,7,6,9,7,6,8,1,1
1009,8,3,8,10,5,10,9,10,2,4
1010,0,96,10,10,0,0,10,10,2,5
1011,7,7,8,9,3,5,8,8,3,3
1012,10,0,10,10,10,0,10,10,6,6
1013,8,7,10,10,3,6,5,8,3,3
1014,8,1,10,10,7,8,10,10,1,1
1015,96,96,96,96,96,96,96,96,2,4
1016,8,7,8,8,3,5,7,7,3,3
1017,10,2,9,10,5,3,8,10,2,5
1018,96,96,96,96,96,96,96,96,1,1
1019,9,0,9,6,0,0,10,10,1,3
1020,9,96,9,9,0,5,8,9,2,3
1021,9,3,8,9,0,8,8,10,4,6
1022,96,96,96,96,96,96,96,96,1,1
1023,7,3,10,10,8,2,6,7,1,6
1024,9,9,8,9,8,4,10,9,1,3
1025,10,5,10,10,5,5,10,10,5,6
1026,96,96,96,96,96,96,96,96,2,4
1027,10,0,10,10,1,1,10,10,6,6
1028,9,96,10,10,10,10,10,10,2,2
1029,96,96,96,96,96,96,96,96,1,4
1030,5,10,10,10,10,4,5,10,5,5
1031,8,96,8,9,3,2,5,8,4,4
1032,8,99,8,9,0,2,9,8,4,4
1033,10,96,8,10,5,5,5,8,2,5
1034,8,5,8,9,5,5,5,8,4,6
1035,5,5,8,10,1,1,8,10,1,1
1036,8,8,10,10,5,5,10,10,4,4
1037,8,8,8,8,4,1,8,10,4,4
1038,8,0,0,10,0,0,10,8,2,2
1039,9,7,8,10,0,4,7,10,3,6
1040,96,96,96,96,96,96,96,96,1,1
1041,10,4,10,10,10,3,8,10,4,4
1042,8,4,7,9,10,4,3,7,1,6
1043,96,96,96,96,96,96,96,96,1,3
1044,96,96,96,96,96,96,96,96,1,2
1045,7,10,9,7,7,5,5,9,2,2
1046,9,96,5,8,4,5,8,10,1,6
1047,9,7,5,8,5,5,8,8,3,4
1048,96,96,96,96,96,96,96,96,3,3
1049,10,10,10,10,97,6,10,10,4,5
1050,96,96,96,96,96,96,96,96,1,1
1051,5,6,10,9,5,8,10,10,4,6
1052,10,10,8,10,10,8,8,10,4,4
1053,96,96,96,96,96,96,96,96,2,4
1054,9,10,7,10,0,0,10,10,3,3
1055,8,3,8,9,3,5,9,9,4,6
1056,8,2,10,10,0,0,10,10,3,6
1057,5,5,5,8,10,10,9,5,3,6
1058,6,96,10,10,2,2,10,2,1,1
1059,9,2,10,10,1,3,9,9,3,5
1060,5,5,5,10,10,10,5,10,3,6
1061,10,3,10,10,1,1,10,10,3,3
1062,8,8,9,10,6,5,8,10,1,6
1063,10,96,10,10,10,10,10,10,2,4
1064,96,96,96,96,96,96,96,96,3,4
1065,96,96,96,96,96,96,96,96,1,1
1066,8,3,10,10,5,4,8,8,2,3
1067,96,96,96,96,96,96,96,96,1,5
1068,96,96,96,96,96,96,96,96,3,3
1069,96,96,96,96,96,96,96,96,1,1
1070,10,1,10,10,10,10,8,10,4,5
1071,96,96,96,96,96,96,96,96,2,2
1072,96,96,96,96,96,96,96,96,1,2
1073,8,6,9,10,10,10,10,10,2,2
1074,10,96,10,10,0,5,10,10,1,2
1075,10,10,10,10,1,0,7,10,2,4
1076,8,8,7,8,10,7,8,8,3,6
1077,96,96,96,96,96,96,96,96,1,3
1078,8,0,10,10,5,3,9,10,5,6
1079,96,96,96,96,96,96,96,96,2,2
1080,8,4,7,8,4,5,8,8,4,6
1081,96,96,96,96,96,96,96,96,2,2
1082,9,5,8,10,3,8,9,10,4,5
1083,8,8,10,10,0,0,10,10,2,5
1084,10,96,10,10,0,9,10,10,2,2
1085,96,96,96,96,96,96,96,96,1,1
1086,10,7,10,10,5,3,10,9,6,6
1087,10,10,10,10,10,8,8,10,1,1
1088,7,96,7,7,3,0,10,10,1,2
1089,8,5,5,10,5,5,10,10,3,3
1090,96,96,96,96,96,96,96,96,1,1
1091,10,96,10,10,10,10,10,10,4,5
1092,7,5,7,10,5,1,5,7,2,2
1093,96,96,96,96,96,96,96,96,4,6
1094,96,96,96,96,96,96,96,96,1,3
1095,96,96,96,96,96,96,96,96,3,6
1096,9,7,10,10,0,2,10,10,3,6
1097,10,1,10,10,10,5,10,10,2,4
1098,96,96,96,96,96,96,96,96,1,1
1099,9,1,10,10,1,1,9,10,2,2
1100,96,96,96,96,96,96,96,96,3,4
1101,96,96,96,96,96,96,96,96,1,6
1102,7,5,10,10,0,7,10,10,5,5
1103,5,0,10,10,0,5,10,5,6,6
1104,5,5,5,5,0,0,10,10,2,2
1105,10,1,10,10,0,2,10,10,3,6
1106,8,8,10,10,10,10,10,10,1,3
1107,9,5,8,10,4,5,10,10,2,3
1108,96,96,96,96,96,96,96,96,6,6
1109,5,99,5,8,97,97,5,5,2,2
1110,96,96,96,96,96,96,96,96,1,5
1111,8,2,8,10,6,6,3,10,4,5
1112,8,2,9,8,0,0,9,9,3,3
1113,96,96,96,96,96,96,96,96,1,1
1114,96,96,96,96,96,96,96,96,3,3
1115,7,96,4,3,4,6,2,5,2,2
1116,96,96,96,96,96,96,96,96,1,1
1117,7,5,8,8,10,6,7,10,2,6
1118,8,8,8,9,4,6,8,9,2,2
1119,96,96,96,96,96,96,96,96,2,2
1120,7,2,10,10,10,3,9,10,1,3
1121,8,8,8,8,8,4,8,9,5,5
1122,96,96,96,96,96,96,96,96,2,2
1123,96,96,96,96,96,96,96,96,1,3
1124,96,96,96,96,96,96,96,96,2,2
1125,7,3,7,6,8,3,7,9,1,6
1126,96,96,96,96,96,96,96,96,3,6
1127,96,96,96,96,96,96,96,96,1,2
1128,96,96,96,96,96,96,96,96,1,2
1129,96,96,96,96,96,96,96,96,3,3
1130,10,5,10,10,5,5,8,10,2,2
1131,10,10,10,10,2,2,10,10,3,3
1132,10,0,10,10,5,5,10,10,6,6
1133,10,10,9,10,2,5,8,10,4,6
1134,10,96,10,10,10,7,10,10,1,1
1135,10,10,10,5,10,10,4,10,1,1
1136,7,3,8,9,0,5,6,8,2,2
1137,7,8,8,9,2,6,8,9,2,2
1138,10,4,10,10,0,0,10,10,2,4
1139,7,10,10,10,0,2,2,10,6,6
1140,96,96,96,96,96,96,96,96,2,2
1141,4,99,7,9,10,6,7,8,3,3
1142,8,0,10,10,5,5,0,10,2,3
1143,10,96,10,10,9,0,10,10,1,6
1144,96,96,96,96,96,96,96,96,3,3
1145,96,96,96,96,96,96,96,96,1,1
1146,96,96,96,96,96,96,96,96,3,4
1147,8,96,10,10,7,8,10,10,2,4
1148,5,8,10,9,0,3,8,7,1,6
1149,96,96,96,96,96,96,96,96,2,2
1150,96,96,96,96,96,96,96,96,1,4
1151,7,7,8,10,10,5,10,8,4,4
1152,96,96,96,96,96,96,96,96,1,6
1153,10,4,9,10,0,0,10,10,3,3
1154,10,7,10,10,6,6,9,10,6,6
1155,96,96,96,96,96,96,96,96,1,2
1156,7,3,9,9,1,4,5,9,2,4
1157,10,0,10,10,0,0,10,10,2,2
1158,96,96,96,96,96,96,96,96,6,6
1159,7,96,6,10,1,3,8,8,2,2
1160,10,96,10,10,5,3,10,10,3,3
1161,5,8,7,9,10,3,3,8,3,4
1162,10,0,10,10,10,3,10,10,4,6
1163,10,3,10,10,3,2,6,10,6,6
1164,96,96,96,96,96,96,96,96,4,4
1165,10,1,10,10,3,3,10,10,4,6
1166,96,96,96,96,96,96,96,96,1,3
1167,9,10,6,10,10,8,7,10,3,6
1168,96,96,96,96,96,96,96,96,2,2
1169,10,96,8,10,6,10,4,8,2,2
1170,96,96,96,96,96,96,96,96,1,1
1171,9,7,9,10,10,6,7,6,3,3
1172,8,6,6,8,9,4,6,7,6,6
1173,96,96,96,96,96,96,96,96,1,1
1174,8,8,8,10,2,3,7,4,5,6
1175,8,6,8,8,10,5,8,10,1,6
1176,96,96,96,96,96,96,96,96,1,4
1177,96,96,96,96,96,96,96,96,1,4
1178,8,7,10,10,0,5,10,10,3,4
1179,10,5,7,8,2,2,6,8,1,6
1180,9,1,9,10,0,1,9,9,2,2
1181,96,96,96,96,96,96,96,96,1,3
1182,10,10,10,10,10,5,10,10,2,2
1183,96,96,96,96,96,96,96,96,1,4
1184,96,96,96,96,96,96,96,96,2,6
1185,96,96,96,96,96,96,96,96,2,2
1186,10,10,9,10,10,8,10,10,3,6
1187,96,96,96,96,96,96,96,96,2,2
1188,10,1,9,10,0,9,8,10,6,6
1189,10,96,10,10,0,1,10,10,1,1
1190,10,10,10,10,5,6,10,10,4,6
1191,8,2,8,10,1,3,8,9,6,6
1192,96,96,96,96,96,96,96,96,2,2
1193,8,5,7,10,0,2,8,8,3,3
1194,96,96,96,96,96,96,96,96,1,1
1195,4,96,4,10,10,10,7,9,1,3
1196,8,4,9,10,6,4,7,8,4,4
1197,8,96,6,8,6,7,8,8,1,3
1198,8,99,7,10,0,3,7,9,1,1
1199,10,96,10,10,10,10,10,10,1,1
1200,9,7,9,9,3,3,9,9,2,2
1201,8,8,10,10,9,9,10,10,3,6
1202,8,96,10,10,6,5,10,10,2,2
1203,10,4,10,10,0,3,10,10,1,5
1204,9,2,9,9,3,3,9,9,6,6
1205,10,5,10,10,7,9,10,10,1,1
1206,96,96,96,96,96,96,96,96,1,1
1207,96,96,96,96,96,96,96,96,1,1
1208,96,96,96,96,96,96,96,96,1,1
1209,96,96,96,96,96,96,96,96,2,4
1210,96,96,96,96,96,96,96,96,2,6
1211,96,96,96,96,96,96,96,96,4,5
1212,10,96,0,10,10,10,10,10,3,3
1213,10,5,8,10,10,5,10,10,2,3
1214,8,8,8,10,5,7,8,8,4,4
1215,96,96,96,96,96,96,96,96,2,2
1216,9,7,8,10,3,3,4,10,6,6
1217,96,96,96,96,96,96,96,96,1,3
1218,96,96,96,96,96,96,96,96,2,3
1219,10,10,10,10,2,5,10,10,2,4
1220,10,10,10,10,10,5,10,10,2,4
1221,96,96,96,96,96,96,96,96,2,2
1222,10,3,5,10,3,2,9,9,3,4
1223,10,6,8,10,10,7,10,10,3,3
1224,8,8,8,10,0,5,9,10,6,6
1225,8,3,9,9,2,7,8,8,3,5
1226,10,2,7,10,2,3,10,10,3,6
1227,96,96,96,96,96,96,96,96,1,3
1228,6,6,10,10,3,6,4,1,6,6
1229,4,8,9,9,5,8,9,8,4,4
1230,8,7,7,7,8,3,6,7,2,5
1231,3,96,4,9,10,0,6,4,5,5
1232,96,96,96,96,96,96,96,96,4,6
1233,96,96,96,96,96,96,96,96,1,2
1234,7,10,9,9,5,2,7,9,2,2
1235,8,6,9,10,1,4,7,9,3,3
1236,6,6,4,9,3,7,7,7,1,3
1237,5,5,5,8,8,5,5,6,3,3
1238,9,96,10,10,0,2,10,10,1,5
1239,5,4,8,8,2,4,8,5,2,6
1240,96,96,96,96,96,96,96,96,1,1
1241,96,96,96,96,96,96,96,96,1,2
1242,10,96,5,10,10,5,10,10,2,3
1243,96,96,96,96,96,96,96,96,2,4
1244,7,8,7,8,6,6,8,8,5,5
1245,7,9,9,8,10,10,5,10,3,5
1246,5,7,6,5,10,6,4,5,2,2
1247,8,0,10,10,5,5,7,7,1,2
1248,9,6,10,10,2,5,7,7,2,4
1249,10,96,10,10,10,5,10,10,3,6
1250,10,96,10,10,10,0,10,10,6,6
1251,10,5,10,10,10,4,10,10,5,5
1252,96,96,96,96,96,96,96,96,1,1
1253,96,96,96,96,96,96,96,96,3,5
