"","CASEID","Being happy when working hard","Cannot wait to leave work at the end of the day","Extra effort to get the job done without reward","Take pride in own work","Being happiest if never had to work again in life","Working drains energy from more important things","Best reward from working - Sense of accomplishment","Admiration for those who work hard","Income - Personal income group (before tax)"
"596",1105,10,1,10,10,0,2,10,10,3
"597",1106,8,8,10,10,10,10,10,10,1
"598",1107,9,5,8,10,4,5,10,10,2
"599",1111,8,2,8,10,6,6,3,10,4
"600",1112,8,2,9,8,0,0,9,9,3
"601",1117,7,5,8,8,10,6,7,10,2
"602",1118,8,8,8,9,4,6,8,9,2
"603",1120,7,2,10,10,10,3,9,10,1
"604",1121,8,8,8,8,8,4,8,9,5
"605",1125,7,3,7,6,8,3,7,9,1
"606",1130,10,5,10,10,5,5,8,10,2
"607",1131,10,10,10,10,2,2,10,10,3
"608",1132,10,0,10,10,5,5,10,10,6
"609",1133,10,10,9,10,2,5,8,10,4
"610",1135,10,10,10,5,10,10,4,10,1
"611",1136,7,3,8,9,0,5,6,8,2
"612",1137,7,8,8,9,2,6,8,9,2
"613",1138,10,4,10,10,0,0,10,10,2
"614",1139,7,10,10,10,0,2,2,10,6
"615",1142,8,0,10,10,5,5,0,10,2
"616",1148,5,8,10,9,0,3,8,7,1
"617",1151,7,7,8,10,10,5,10,8,4
"618",1153,10,4,9,10,0,0,10,10,3
"619",1154,10,7,10,10,6,6,9,10,6
"620",1156,7,3,9,9,1,4,5,9,2
"621",1157,10,0,10,10,0,0,10,10,2
"622",1161,5,8,7,9,10,3,3,8,3
"623",1162,10,0,10,10,10,3,10,10,4
"624",1163,10,3,10,10,3,2,6,10,6
"625",1165,10,1,10,10,3,3,10,10,4
"626",1167,9,10,6,10,10,8,7,10,3
"627",1171,9,7,9,10,10,6,7,6,3
"628",1172,8,6,6,8,9,4,6,7,6
"629",1174,8,8,8,10,2,3,7,4,5
"630",1175,8,6,8,8,10,5,8,10,1
"631",1178,8,7,10,10,0,5,10,10,3
"632",1179,10,5,7,8,2,2,6,8,1
"633",1180,9,1,9,10,0,1,9,9,2
"634",1182,10,10,10,10,10,5,10,10,2
"635",1186,10,10,9,10,10,8,10,10,3
"636",1188,10,1,9,10,0,9,8,10,6
"637",1190,10,10,10,10,5,6,10,10,4
"638",1191,8,2,8,10,1,3,8,9,6
"639",1193,8,5,7,10,0,2,8,8,3
"640",1196,8,4,9,10,6,4,7,8,4
"641",1200,9,7,9,9,3,3,9,9,2
"642",1201,8,8,10,10,9,9,10,10,3
"643",1203,10,4,10,10,0,3,10,10,1
"644",1204,9,2,9,9,3,3,9,9,6
"645",1205,10,5,10,10,7,9,10,10,1
"646",1213,10,5,8,10,10,5,10,10,2
"647",1214,8,8,8,10,5,7,8,8,4
"648",1216,9,7,8,10,3,3,4,10,6
"649",1219,10,10,10,10,2,5,10,10,2
"650",1220,10,10,10,10,10,5,10,10,2
"651",1222,10,3,5,10,3,2,9,9,3
"652",1223,10,6,8,10,10,7,10,10,3
"653",1224,8,8,8,10,0,5,9,10,6
"654",1225,8,3,9,9,2,7,8,8,3
"655",1226,10,2,7,10,2,3,10,10,3
"656",1228,6,6,10,10,3,6,4,1,6
"657",1229,4,8,9,9,5,8,9,8,4
"658",1230,8,7,7,7,8,3,6,7,2
"659",1234,7,10,9,9,5,2,7,9,2
"660",1235,8,6,9,10,1,4,7,9,3
"661",1236,6,6,4,9,3,7,7,7,1
"662",1237,5,5,5,8,8,5,5,6,3
"663",1239,5,4,8,8,2,4,8,5,2
"664",1244,7,8,7,8,6,6,8,8,5
"665",1245,7,9,9,8,10,10,5,10,3
"666",1246,5,7,6,5,10,6,4,5,2
"667",1247,8,0,10,10,5,5,7,7,1
"668",1248,9,6,10,10,2,5,7,7,2
"669",1251,10,5,10,10,10,4,10,10,5
"670",1254,8,5,5,8,5,4,7,9,2
"671",1257,7,5,7,9,3,5,5,8,2
"672",1259,8,0,10,10,0,0,10,10,3
"673",1263,10,7,10,10,0,0,10,10,1
"674",1264,8,6,8,8,5,6,6,9,2
"675",1265,8,8,9,9,6,5,7,6,2
"676",1266,7,6,10,9,10,2,7,8,4
"677",1271,6,10,9,10,4,6,7,10,2
"678",1272,7,10,7,6,4,5,3,8,1
"679",1273,10,5,10,10,2,2,10,10,4
"680",1274,6,1,10,10,3,2,7,8,3
"681",1275,7,8,10,10,5,7,10,10,4
"682",1276,1,10,6,5,2,8,8,8,3
"683",1277,10,0,10,10,8,4,7,9,6
"684",1278,9,3,8,10,3,7,5,10,4
"685",1280,8,5,8,9,4,4,6,8,3
"686",1282,8,2,10,10,2,2,7,10,3
"687",1284,10,8,10,0,10,5,7,10,2
"688",1286,9,1,9,9,6,9,9,9,2
"689",1287,7,5,5,7,5,3,10,9,2
"690",1288,5,5,5,5,5,5,5,5,3
"691",1290,5,10,8,7,5,3,3,8,2
"692",1291,9,0,9,9,5,2,8,10,2
"693",1292,10,5,10,10,5,8,10,10,2
"694",1296,8,2,6,7,5,4,8,10,2
"695",1299,8,2,10,10,2,1,9,9,6
"696",1300,10,5,8,8,3,3,10,10,2
"697",1302,10,5,10,10,10,3,10,10,3
"698",1304,10,2,10,10,0,7,10,10,2
"699",1306,8,8,7,10,5,4,10,8,2
"700",1308,7,7,8,9,5,6,7,8,3
"701",1311,7,4,7,8,2,3,7,8,2
"702",1312,10,7,8,10,3,6,10,10,2
"703",1313,10,0,10,10,0,3,8,8,4
"704",1316,10,5,10,10,0,5,10,10,3
"705",1317,9,7,10,10,2,0,9,10,1
"706",1319,10,6,10,10,2,5,9,8,3
"707",1320,2,10,9,9,10,6,1,10,5
"708",1323,9,2,10,10,0,1,10,10,3
"709",1324,10,5,7,10,0,5,7,7,3
"710",1325,8,8,8,10,6,8,8,10,5
"711",1327,8,4,8,10,6,5,7,8,4
"712",1328,10,8,10,10,10,8,10,10,4
"713",1329,3,2,5,5,0,2,3,4,2
"714",1334,8,6,9,10,4,4,8,9,1
"715",1336,10,10,10,10,10,10,10,10,2
"716",1337,10,0,10,10,3,4,10,10,4
"717",1338,8,8,4,6,2,6,4,9,4
"718",1341,10,7,7,10,8,7,7,10,4
"719",1342,8,10,10,10,2,7,5,10,3
"720",1343,9,8,10,10,5,5,9,10,4
"721",1345,7,8,6,7,9,8,5,7,1
"722",1346,6,7,9,9,10,5,6,7,3
"723",1347,9,3,10,10,0,10,10,10,1
"724",1349,10,3,10,10,5,3,10,10,1
"725",1352,7,10,7,7,7,3,7,5,2
"726",1354,10,5,10,10,7,5,10,10,2
"727",1355,10,5,10,9,0,10,10,10,1
"728",1357,10,1,10,10,0,0,10,10,3
"729",1358,10,5,10,10,0,4,5,7,3
"730",1362,9,6,10,10,5,4,10,10,2
"731",1364,10,10,0,10,0,0,10,10,1
"732",1366,8,5,6,7,0,0,10,10,2
"733",1369,10,7,9,10,10,10,9,10,1
"734",1372,10,7,9,10,10,4,10,10,2
"735",1374,3,6,8,2,4,6,3,8,2
"736",1375,8,8,8,10,5,1,10,10,2
"737",1379,8,9,7,7,10,5,6,8,2
"738",1380,10,5,10,10,0,5,10,10,2
"739",1382,8,6,9,10,6,2,9,10,2
"740",1383,5,3,10,10,2,2,10,7,5
"741",1384,10,0,10,10,0,0,10,10,4
"742",1385,7,10,8,8,10,10,7,4,2
"743",1391,8,7,9,10,6,5,8,10,4
"744",1394,8,5,8,8,3,3,6,10,5
"745",1395,7,5,10,10,10,5,10,10,2
"746",1396,7,5,10,10,1,1,8,9,2
"747",1397,8,8,8,10,10,8,8,8,3
"748",1398,8,8,9,10,9,7,7,10,4
"749",1399,7,5,8,10,2,2,4,5,3
"750",1400,8,8,8,10,8,7,10,10,2
"751",1401,10,0,10,10,0,0,10,10,6
"752",1402,6,3,8,4,0,5,6,9,2
"753",1404,10,1,10,10,1,10,10,10,2
"754",1406,9,4,8,10,10,6,8,10,2
"755",1407,10,8,6,10,0,6,10,10,1
"756",1409,10,0,0,10,0,3,5,10,4
"757",1410,7,7,7,7,9,7,8,8,1
"758",1415,10,3,10,10,10,10,10,10,3
"759",1416,8,5,10,10,5,8,10,10,2
"760",1418,9,9,10,10,3,3,10,10,4
"761",1419,8,8,10,10,4,4,5,10,1
"762",1423,8,9,10,10,1,6,10,10,1
"763",1424,10,5,9,10,7,6,9,10,3
"764",1425,5,10,10,10,10,1,5,5,6
"765",1429,9,3,8,10,5,4,8,9,1
"766",1431,8,5,8,9,2,2,9,9,3
"767",1432,5,3,10,10,0,5,5,10,3
"768",1433,5,9,10,10,8,6,6,10,2
"769",1435,10,10,8,10,10,5,5,8,2
"770",1436,8,5,6,9,3,3,9,9,2
"771",1437,6,10,5,10,10,7,5,5,2
"772",1438,10,5,10,10,5,5,10,10,2
"773",1442,8,10,1,10,10,10,9,10,2
"774",1443,8,5,8,10,7,7,7,8,5
"775",1444,10,2,8,10,1,2,9,9,3
"776",1452,7,9,10,10,0,5,8,10,1
"777",1454,5,3,10,8,10,6,8,10,4
"778",1455,5,7,5,8,10,8,7,9,5
"779",1457,4,4,10,10,5,7,7,9,3
"780",1458,7,5,9,9,9,7,7,8,4
"781",1460,10,7,10,10,6,8,10,10,6
"782",1461,10,5,10,10,5,0,10,10,3
"783",1462,8,4,10,9,2,7,8,10,4
"784",1467,9,6,10,10,0,1,10,10,2
"785",1470,9,8,10,10,2,2,10,10,3
"786",1471,0,10,6,7,10,10,3,6,4
"787",1473,10,2,9,10,5,3,9,10,4
"788",1475,8,4,10,10,1,5,8,10,3
"789",1478,10,3,10,10,1,1,8,10,2
"790",1479,9,5,8,10,5,3,8,9,4
"791",1481,10,0,10,10,0,0,10,10,4
"792",1484,8,0,10,10,0,1,10,10,4
"793",1485,4,6,8,8,8,5,8,7,3
"794",1487,9,8,8,4,10,7,7,8,2
"795",1488,10,0,10,10,0,5,10,10,3
"796",1492,7,7,7,10,7,6,10,7,5
"797",1494,8,8,6,10,0,5,8,8,6
"798",1495,8,8,9,9,5,7,8,9,3
"799",1499,0,0,10,10,0,0,10,0,2
"800",1500,10,10,10,10,0,1,10,10,3
"801",1502,7,2,8,9,6,5,8,8,6
"802",1505,6,10,9,8,10,6,7,10,2
"803",1506,10,2,10,10,0,0,10,10,2
"804",1507,10,0,10,10,0,0,10,10,1
"805",1510,9,0,9,10,1,0,9,10,6
"806",1514,10,4,8,8,1,2,8,8,2
"807",1517,10,6,7,7,0,0,6,10,1
"808",1518,9,2,10,10,7,3,5,10,2
"809",1520,10,3,8,10,0,5,8,10,3
"810",1522,10,5,7,8,5,4,6,8,5
"811",1523,8,9,8,8,10,9,2,5,5
"812",1525,6,10,10,10,0,8,10,10,3
"813",1527,6,2,7,8,5,2,8,7,3
"814",1530,9,2,8,10,0,2,9,9,2
"815",1533,4,2,4,9,6,7,9,8,1
"816",1534,10,4,9,10,3,6,9,10,1
"817",1535,9,10,7,8,10,10,6,8,1
"818",1537,10,2,10,10,0,2,10,10,4
"819",1539,8,2,8,8,10,8,9,9,1
"820",1543,5,7,7,8,7,7,7,9,3
"821",1545,9,2,9,9,0,2,9,10,3
"822",1546,8,2,8,10,5,5,8,8,2
"823",1549,9,9,10,10,6,5,7,9,2
"824",1550,10,2,10,10,10,8,7,10,4
"825",1551,10,6,9,10,2,7,8,10,1
"826",1552,8,0,8,10,0,2,9,10,4
"827",1557,7,5,10,10,5,7,10,10,1
"828",1558,10,2,9,10,8,1,10,10,2
"829",1559,10,3,10,10,2,3,7,10,2
"830",1562,7,6,6,6,0,3,1,6,2
"831",1563,8,2,8,8,0,0,7,8,2
"832",1564,7,8,9,9,4,2,5,7,6
"833",1565,10,6,9,10,10,6,10,10,4
"834",1566,10,8,10,10,0,7,10,10,6
"835",1567,8,4,8,8,10,6,7,7,4
"836",1569,8,3,8,10,10,4,6,10,3
"837",1570,8,5,9,10,3,5,10,9,4
"838",1571,10,5,10,10,10,8,0,10,2
"839",1572,10,10,10,10,5,8,10,10,2
"840",1576,8,7,3,10,8,8,10,10,3
"841",1578,6,4,9,10,4,4,5,10,3
"842",1579,7,0,0,10,0,0,10,8,3
"843",1580,10,5,7,10,5,0,8,8,3
"844",1581,10,3,10,10,0,3,10,10,3
"845",1582,10,4,10,10,0,2,10,10,3
"846",1583,9,3,8,9,2,2,10,10,3
"847",1584,10,5,10,10,10,2,6,8,3
"848",1585,9,7,8,10,7,6,9,9,6
"849",1587,8,3,10,10,3,6,6,7,3
"850",1590,6,10,10,10,10,7,8,10,6
"851",1595,8,8,10,8,2,2,8,8,5
"852",1596,10,1,10,6,0,2,8,8,3
"853",1598,10,5,10,10,10,7,7,9,5
"854",1601,10,4,8,10,3,3,6,10,1
"855",1602,10,7,8,8,8,4,5,8,4
"856",1610,8,2,10,10,5,7,10,10,4
"857",1611,8,10,8,10,10,8,10,10,2
"858",1616,6,7,9,10,10,10,8,10,2
"859",1619,10,2,10,10,0,2,10,10,5
"860",1620,10,10,9,10,10,10,10,10,2
"861",1621,3,10,5,6,4,7,7,8,3
"862",1623,10,7,10,10,10,7,10,10,4
"863",1624,5,10,4,8,7,8,2,8,3
"864",1625,7,10,8,10,10,6,5,8,1
"865",1632,7,4,7,10,4,6,7,7,5
"866",1633,10,10,10,10,0,0,10,10,2
"867",1634,10,0,10,10,0,0,10,10,2
"868",1635,10,0,10,10,0,0,8,6,5
"869",1639,10,5,9,10,8,6,8,10,3
"870",1640,5,5,5,5,0,10,5,5,2
"871",1641,10,5,10,10,0,3,9,10,1
"872",1642,10,8,8,10,10,8,10,10,3
"873",1646,9,4,7,10,10,6,8,10,2
"874",1647,10,5,7,10,5,5,10,10,2
"875",1649,10,10,8,10,10,9,5,7,3
"876",1650,8,4,8,8,4,5,9,8,3
"877",1651,10,5,5,10,10,10,10,10,3
"878",1652,9,2,10,10,6,7,9,9,2
"879",1653,8,3,8,9,5,2,9,8,6
"880",1654,7,7,8,8,5,6,7,7,2
"881",1655,10,4,10,10,0,6,10,10,3
"882",1656,8,5,7,10,10,5,3,7,2
"883",1660,10,5,10,10,10,2,8,10,3
"884",1661,7,8,8,8,7,5,8,7,3
"885",1662,10,3,10,10,5,1,10,10,3
"886",1663,10,0,10,10,0,0,10,10,3
"887",1664,10,8,10,10,1,1,10,10,2
"888",1665,8,8,8,8,8,8,8,8,3
"889",1666,7,3,10,10,7,7,5,10,2
"890",1668,10,3,9,10,0,0,10,10,2
"891",1669,7,3,10,10,0,0,10,10,4
"892",1670,10,0,10,10,0,3,10,10,5
"893",1673,0,0,0,0,0,0,0,0,2
"894",1674,10,5,10,10,7,0,10,10,1
"895",1676,10,7,10,10,2,7,10,10,6
"896",1677,5,5,7,8,5,5,7,8,3
"897",1679,9,6,6,9,6,8,4,8,6
"898",1681,8,9,9,9,5,5,8,8,2
"899",1688,10,0,10,10,0,5,10,10,6
"900",1691,6,9,8,7,0,4,9,9,1
"901",1692,10,10,10,10,4,4,9,10,5
"902",1695,7,3,9,10,4,2,8,8,2
"903",1696,8,5,10,10,0,0,8,8,3
"904",1698,10,6,10,10,0,0,10,10,2
"905",1702,9,7,10,10,5,5,8,8,5
"906",1703,8,8,8,10,2,4,7,10,3
"907",1704,7,8,8,10,7,9,5,7,2
"908",1705,8,3,10,10,7,3,7,9,6
"909",1707,7,3,10,10,0,0,10,10,2
"910",1712,10,8,10,8,0,8,10,10,1
"911",1714,9,5,9,10,9,5,8,9,3
"912",1716,9,2,10,10,1,2,7,9,3
"913",1718,10,5,8,10,10,8,8,10,6
"914",1719,8,5,9,9,10,0,9,10,4
"915",1721,8,6,10,10,4,4,10,10,3
"916",1723,10,4,6,9,0,2,9,10,1
"917",1726,10,10,7,10,10,5,10,10,2
"918",1727,10,0,10,10,0,0,10,10,3
"919",1728,10,0,10,10,0,0,10,10,1
"920",1730,10,7,10,10,0,5,8,10,3
"921",1732,9,2,10,10,0,5,10,10,4
"922",1734,7,2,9,10,6,2,9,10,3
"923",1735,10,0,10,10,0,0,10,10,1
"924",1742,7,5,9,9,3,7,5,7,2
"925",1744,9,1,10,9,1,4,10,10,2
"926",1745,10,8,10,10,5,8,8,10,3
"927",1746,8,3,9,10,1,6,5,10,3
"928",1747,7,8,9,8,8,5,9,9,3
"929",1755,10,3,10,10,0,3,9,10,2
"930",1757,9,10,8,9,10,9,9,9,2
"931",1761,10,7,10,10,6,6,10,10,3
"932",1763,6,2,10,10,8,7,10,10,1
"933",1764,10,1,10,10,0,2,10,10,4
"934",1765,10,0,10,10,0,10,10,10,4
"935",1766,7,5,8,8,5,3,6,8,2
"936",1767,10,2,10,10,7,1,10,10,2
"937",1768,7,5,7,7,1,7,8,8,2
"938",1770,7,9,8,10,8,5,7,7,2
"939",1771,8,8,9,8,7,5,8,8,2
"940",1773,8,3,8,10,3,2,7,4,4
"941",1776,8,5,10,10,5,6,8,9,3
"942",1777,10,2,10,10,0,0,10,10,1
"943",1780,10,2,10,10,10,5,5,10,3
"944",1788,10,10,8,8,10,7,10,10,1
"945",1790,10,6,10,10,5,5,9,10,3
"946",1795,9,0,9,9,0,3,2,10,1
"947",1796,3,2,10,7,10,10,2,7,4
"948",1798,8,7,7,7,7,7,6,7,2
"949",1803,9,8,8,5,5,5,8,10,1
"950",1806,10,0,10,10,5,0,10,10,3
"951",1809,7,10,7,7,8,7,5,5,2
"952",1810,10,7,10,10,3,3,10,10,3
"953",1811,10,5,10,10,3,8,7,7,1
"954",1813,9,5,5,10,1,2,9,10,1
"955",1814,10,1,10,10,1,1,10,10,4
"956",1815,8,3,8,10,10,5,8,8,3
"957",1817,8,7,8,8,10,7,8,8,6
"958",1820,10,7,10,10,0,0,10,10,4
"959",1824,8,8,7,8,10,8,8,8,2
"960",1826,7,4,7,7,2,2,6,10,1
"961",1830,8,2,9,10,3,2,9,10,2
"962",1831,9,5,10,10,7,3,10,10,1
"963",1835,10,2,8,9,4,2,9,10,6
"964",1836,9,9,7,9,10,9,8,9,3
"965",1837,8,8,7,8,8,5,8,8,2
"966",1839,10,10,10,10,10,10,10,10,4
"967",1844,8,8,8,9,7,3,5,10,2
"968",1845,10,2,10,10,0,0,10,10,3
"969",1846,8,2,8,10,0,1,9,9,6
"970",1847,10,10,9,10,4,10,2,3,2
"971",1848,10,0,10,10,5,2,10,10,6
"972",1849,10,6,10,10,7,4,7,9,3
"973",1851,10,5,10,10,5,0,10,10,2
"974",1852,10,10,5,10,10,7,0,10,1
"975",1853,7,9,6,9,5,3,7,8,4
"976",1856,10,10,6,8,10,10,8,8,2
"977",1857,10,0,10,10,3,0,5,10,4
"978",1858,10,8,10,10,10,5,5,10,1
"979",1859,8,10,10,10,9,9,9,10,2
"980",1860,9,4,9,10,6,5,9,9,3
"981",1861,9,9,10,10,10,7,7,10,2
"982",1862,8,6,8,9,3,4,7,9,6
"983",1863,10,10,10,10,0,4,10,10,5
"984",1865,7,10,9,8,10,6,5,5,2
"985",1869,9,5,7,10,5,5,7,10,6
"986",1870,9,2,8,10,7,7,10,10,1
"987",1874,10,0,10,10,3,0,7,8,3
"988",1877,9,2,10,10,1,6,10,10,4
"989",1879,10,10,8,10,5,2,10,10,3
"990",1880,10,10,10,10,5,4,10,10,3
"991",1881,8,9,10,10,6,1,7,10,1
"992",1883,10,2,8,9,0,0,9,9,1
"993",1884,7,3,10,10,5,3,6,8,4
"994",1885,10,4,10,10,4,4,8,10,3
"995",1887,8,5,8,9,6,5,9,7,3
"996",1894,10,10,8,7,10,7,10,10,1
"997",1895,9,7,9,10,5,3,10,10,1
"998",1896,9,3,10,10,7,5,10,10,1
"999",1901,8,2,8,8,2,2,7,8,6
"1000",1903,8,3,8,10,10,5,10,10,4
"1001",1904,10,3,10,10,0,0,10,10,2
"1002",1905,8,2,10,9,1,7,9,8,6
"1003",1909,9,8,9,10,10,3,9,2,5
"1004",1913,10,3,10,10,4,4,8,10,3
"1005",1918,10,8,8,8,7,6,10,8,3
"1006",1919,8,9,10,10,4,5,8,10,2
"1007",1922,10,5,10,10,7,5,10,10,4
"1008",1923,10,9,10,10,3,8,10,10,3
"1009",1924,9,9,10,9,0,9,9,10,2
"1010",1925,10,6,7,10,8,7,8,10,6
"1011",1926,10,7,8,10,5,1,9,10,1
"1012",1927,8,3,8,10,1,2,9,9,2
"1013",1928,9,0,8,8,0,6,8,9,2
"1014",1929,10,7,10,10,0,4,10,10,1
"1015",1930,8,5,8,10,3,5,8,8,1
"1016",1931,5,3,10,10,8,6,10,10,4
"1017",1933,8,2,9,10,10,3,6,9,5
"1018",1934,7,10,0,9,10,10,5,10,2
"1019",1935,5,5,5,5,5,5,5,5,2
"1020",1937,0,10,0,10,10,10,0,5,1
"1021",1941,8,2,9,9,2,3,7,9,3
"1022",1943,8,6,8,9,7,4,9,9,3
"1023",1945,10,0,10,10,0,0,10,10,2
"1024",1948,7,7,7,9,10,5,8,8,2
"1025",1953,5,9,7,10,10,8,0,10,1
"1026",1954,10,5,10,10,5,5,10,10,1
"1027",1955,10,2,10,10,0,5,10,10,4
"1028",1956,7,1,9,5,2,8,7,8,3
"1029",1958,9,7,7,10,0,0,7,9,5
"1030",1960,10,10,10,10,4,6,10,10,3
"1031",1962,8,5,8,8,10,7,8,10,2
"1032",1964,10,10,0,10,8,5,10,10,3
"1033",1965,8,1,9,8,2,4,10,10,1
"1034",1966,8,2,10,10,0,3,10,10,5
"1035",1967,10,8,6,8,10,8,8,8,1
"1036",1968,7,0,7,8,0,6,9,10,1
"1037",1969,8,3,8,10,5,7,8,10,5
"1038",1970,8,2,10,10,0,2,8,8,3
"1039",1975,9,2,9,10,3,2,9,10,2
"1040",1976,8,5,9,10,10,4,6,8,1
"1041",1978,5,10,6,4,10,8,5,5,3
"1042",1981,9,8,6,9,7,6,9,9,4
"1043",1982,10,10,8,10,10,8,4,10,2
"1044",1984,10,5,10,10,5,5,8,10,2
"1045",1989,10,3,10,10,0,0,6,8,2
"1046",1990,8,10,8,9,4,4,8,10,4
"1047",1991,10,0,10,10,0,0,10,10,6
"1048",1992,10,8,10,10,10,7,9,10,2
"1049",1994,4,10,6,7,10,8,8,8,2
"1050",1997,10,5,10,10,0,7,10,10,3
"1051",1998,2,10,10,6,5,10,6,10,5
"1052",1999,8,6,8,8,2,3,5,8,3
"1053",2000,7,10,8,10,8,10,9,9,2
"1054",2001,10,0,10,10,3,4,9,10,3
"1055",2003,10,5,10,10,5,3,10,10,3
"1056",2005,8,5,10,10,8,7,10,10,2
"1057",2007,10,5,10,10,5,5,10,10,3
"1058",2008,8,5,8,10,0,6,8,10,6
"1059",2010,4,8,10,10,0,0,8,8,3
"1060",2012,5,6,9,9,1,5,9,9,3
"1061",2014,9,3,10,10,1,5,6,10,4
"1062",2015,10,0,0,10,0,0,10,10,2
"1063",2019,7,5,7,9,6,6,7,8,3
"1064",2020,9,1,8,9,2,9,8,8,6
"1065",2022,7,5,7,6,4,7,3,1,4
"1066",2023,10,8,10,10,6,5,10,10,3
"1067",2024,10,7,8,8,9,6,9,10,3
"1068",2025,10,0,10,10,0,0,10,10,2
"1069",2030,10,8,8,10,8,5,8,8,3
"1070",2034,8,8,9,10,6,1,5,9,2
"1071",2036,8,2,10,9,1,5,8,8,3
"1072",2039,1,10,0,8,8,9,7,9,2
"1073",2044,8,10,0,10,8,5,6,8,4
"1074",2046,4,8,7,10,5,7,10,7,5
"1075",2047,6,5,0,8,8,6,9,5,5
"1076",2051,8,10,8,10,10,5,9,8,2
"1077",2052,4,7,10,8,5,4,9,0,6
"1078",2053,6,10,10,7,10,10,8,10,2
"1079",2055,9,9,10,10,10,3,9,10,2
"1080",2056,8,3,10,10,3,4,10,10,4
"1081",2057,8,5,10,10,10,1,10,9,3
"1082",2058,8,8,8,10,6,5,8,8,3
"1083",2062,8,2,10,10,5,5,8,10,6
"1084",2064,10,7,10,10,4,6,10,10,4
"1085",2065,10,5,10,10,0,8,10,10,2
"1086",2067,7,7,10,10,10,7,7,10,5
"1087",2069,8,5,7,10,1,2,6,8,2
"1088",2070,8,1,8,9,1,3,7,9,2
"1089",2081,8,4,4,8,4,3,7,7,4
"1090",2082,9,5,8,10,5,2,8,9,2
"1091",2083,8,8,10,8,8,10,7,10,4
"1092",2084,9,4,9,10,2,4,8,8,3
"1093",2087,8,4,7,10,6,7,8,10,1
"1094",2088,5,5,10,10,0,0,10,8,4
"1095",2093,8,0,7,8,0,0,10,10,1
"1096",2094,10,1,10,10,1,1,10,10,3
"1097",2095,10,1,10,5,0,10,10,10,1
"1098",2096,9,5,10,10,10,5,7,9,2
"1099",2097,8,5,8,9,3,5,7,8,1
"1100",2099,7,2,7,8,8,3,5,7,5
"1101",2100,8,0,10,10,5,0,10,10,4
"1102",2101,8,5,7,9,5,2,6,7,4
"1103",2102,10,10,9,10,9,10,10,10,3
"1104",2106,6,5,6,9,3,6,8,9,1
"1105",2107,8,6,10,10,10,7,10,10,2
"1106",2108,10,0,10,10,2,0,10,10,4
"1107",2110,8,8,10,10,5,5,8,10,3
"1108",2114,10,7,10,10,0,0,8,10,2
"1109",2117,10,10,10,10,5,10,5,10,3
"1110",2118,7,6,8,10,5,5,7,8,2
"1111",2120,8,2,10,10,5,2,10,10,5
"1112",2122,10,10,9,10,1,4,10,10,3
"1113",2125,10,0,10,10,0,0,5,10,4
"1114",2127,10,1,10,10,0,2,8,10,1
"1115",2131,8,10,2,6,8,7,2,8,4
"1116",2137,8,4,6,8,7,4,4,6,2
"1117",2138,7,5,6,6,10,5,6,8,2
"1118",2139,10,2,10,10,1,1,10,10,5
"1119",2140,8,2,10,10,5,5,9,9,6
"1120",2141,9,2,10,10,0,7,9,9,4
"1121",2144,10,7,10,10,3,6,10,10,1
"1122",2145,10,7,10,10,5,7,8,10,1
"1123",2146,10,2,8,10,2,0,8,10,2
"1124",2147,8,8,8,10,10,6,10,10,6
"1125",2149,8,10,6,8,9,6,7,8,3
"1126",2152,5,5,6,7,6,5,7,6,3
"1127",2156,7,6,3,5,2,3,5,6,2
"1128",2160,10,6,10,10,7,0,8,9,4
"1129",2162,5,10,8,10,5,7,8,10,3
"1130",2165,10,8,9,8,10,9,8,7,2
"1131",2166,9,9,10,10,0,0,10,10,3
"1132",2167,10,6,10,10,2,2,10,10,4
"1133",2169,8,10,10,10,7,7,10,10,2
"1134",2170,10,2,9,10,3,0,9,9,4
"1135",2172,7,10,7,9,10,8,7,9,3
"1136",2176,7,7,5,10,7,7,8,10,2
"1137",2177,5,10,10,10,0,5,5,7,3
"1138",2178,7,7,8,8,0,5,7,10,1
"1139",2179,8,7,9,9,1,8,8,9,2
"1140",2180,8,7,7,8,8,7,7,8,3
"1141",2183,10,0,10,10,0,0,10,10,2
"1142",2184,8,4,7,10,9,8,7,9,1
"1143",2190,7,7,0,9,0,0,7,10,2
"1144",2191,9,9,8,9,5,3,7,9,2
"1145",2192,8,7,8,9,9,7,8,9,5
"1146",2195,5,9,7,3,6,9,1,6,3
"1147",2198,10,3,10,10,10,0,10,10,1
"1148",2199,7,5,10,10,3,4,10,10,3
"1149",2200,8,3,8,10,3,3,8,10,5
"1150",2203,10,8,9,10,8,7,8,10,4
"1151",2205,10,1,10,10,1,0,10,10,2
"1152",2207,7,5,8,7,6,6,7,8,6
"1153",2210,10,1,9,10,4,0,10,10,6
"1154",2211,9,8,9,10,0,5,10,10,3
"1155",2214,10,2,10,10,5,0,9,8,4
"1156",2215,10,10,8,10,8,7,10,10,5
"1157",2216,6,6,8,9,5,6,10,10,1
"1158",2217,10,2,10,10,3,1,10,10,2
"1159",2219,6,10,1,8,10,8,6,9,2
"1160",2220,10,8,10,10,5,0,5,10,4
"1161",2221,7,5,9,9,2,3,7,7,1
"1162",2223,9,1,10,10,3,3,8,10,3
"1163",2224,8,5,10,8,0,0,9,9,2
"1164",2226,10,6,10,10,10,8,10,10,2
"1165",2229,10,8,10,10,10,4,10,10,2
"1166",2230,9,2,10,9,0,2,9,10,3
